Step,x-coordinate,y-coordinate,Actions
1511,15,41,F
1512,14,41,LF
1513,14,40,RF
1514,13,40,F
1515,12,40,LF
1516,12,39,LF
1517,13,39,RRF
1518,12,39,RF
1519,12,40,LF
1520,11,40,F
1521,10,40,LF
1522,10,39,LF
1523,11,39,RRF
1524,10,39,F
1525,9,39,LF
1526,9,38,LF
1527,10,38,RRF
1528,9,38,F
1529,8,38,RRF
1530,9,38,LF
1531,9,39,F
1532,9,40,RRF
1533,9,39,LF
1534,10,39,LF
1535,10,40,RF
1536,11,40,F
1537,12,40,F
1538,13,40,LF
1539,13,41,F
1540,13,42,F
1541,13,43,LF
1542,12,43,LF
1543,12,42,RRF
1544,12,43,LF
1545,11,43,LF
1546,11,42,F
1547,11,41,LF
1548,12,41,RRF
1549,11,41,F
1550,10,41,RRF
1551,11,41,LF
1552,11,42,F
1553,11,43,LF
1554,10,43,LF
1555,10,42,RF
1556,9,42,LF
1557,9,41,RRF
1558,9,42,F
1559,9,43,LF
1560,8,43,LF
1561,8,42,RRF
1562,8,43,RF
1563,9,43,RF
1564,9,42,LF
1565,10,42,LF
1566,10,43,RF
1567,11,43,LF
1568,11,44,F
1569,11,45,LF
1570,10,45,LF
1571,10,44,RF
1572,9,44,F
1573,8,44,F
1574,7,44,LF
1575,7,43,F
1576,7,42,RRF
1577,7,43,LF
1578,6,43,LF
1579,6,42,RF
1580,5,42,F
1581,4,42,F
1582,3,42,LF
1583,3,41,RRF
1584,3,42,RF
1585,4,42,F
1586,5,42,F
1587,6,42,LF
1588,6,43,LF
1589,5,43,F
1590,4,43,RRF
1591,5,43,F
1592,6,43,LF
1593,6,44,LF
1594,5,44,F
1595,4,44,RF
1596,4,45,F
1597,4,46,LF
1598,3,46,F
1599,2,46,RRF
1600,3,46,LF
1601,3,47,LF
1602,2,47,F
1603,1,47,LF
1604,1,46,RRF
1605,1,47,F
1606,1,48,F
1607,1,49,LF
1608,0,49,LF
1609,0,48,F
1610,0,47,RRF
1611,0,48,F
1612,0,49,RF
1613,1,49,RF
1614,1,48,F
1615,1,47,LF
1616,2,47,F
1617,3,47,RF
1618,3,46,LF
1619,4,46,RF
1620,4,45,LF
1621,5,45,LF
1622,5,46,F
1623,5,47,LF
1624,4,47,RRF
1625,5,47,LF
1626,5,48,F
1627,5,49,LF
1628,4,49,LF
1629,4,48,RRF
1630,4,49,LF
1631,3,49,LF
1632,3,48,RRF
1633,3,49,LF
1634,2,49,LF
1635,2,48,RRF
1636,2,49,RF
1637,3,49,F
1638,4,49,F
1639,5,49,F
1640,6,49,F
1641,7,49,RRF
1642,6,49,F
1643,5,49,LF
1644,5,48,LF
1645,6,48,RRF
1646,5,48,LF
1647,5,47,F
1648,5,46,LF
1649,6,46,LF
1650,6,47,RRF
1651,6,46,LF
1652,7,46,RF
1653,7,45,LF
1654,8,45,RRF
1655,7,45,F
1656,6,45,RRF
1657,7,45,LF
1658,7,46,LF
1659,6,46,F
1660,5,46,LF
1661,5,45,RF
1662,4,45,LF
1663,4,44,LF
1664,5,44,F
1665,6,44,RF
1666,6,43,LF
1667,7,43,LF
1668,7,44,RF
1669,8,44,F
1670,9,44,LF
1671,9,45,RRF
1672,9,44,LF
1673,10,44,LF
1674,10,45,F
1675,10,46,LF
1676,9,46,RF
1677,9,47,LF
1678,8,47,LF
1679,8,46,RRF
1680,8,47,LF
1681,7,47,RF
1682,7,48,RRF
1683,7,47,LF
1684,8,47,LF
1685,8,48,F
1686,8,49,RF
1687,9,49,RRF
1688,8,49,LF
1689,8,48,LF
1690,9,48,RRF
1691,8,48,LF
1692,8,47,LF
1693,9,47,RF
1694,9,46,LF
1695,10,46,LF
1696,10,47,F
1697,10,48,F
1698,10,49,RRF
1699,10,48,LF
1700,11,48,LF
1701,11,49,RRF
1702,11,48,RF
1703,10,48,LF
1704,10,47,LF
1705,11,47,RF
1706,11,46,RRF
1707,11,47,LF
1708,10,47,LF
1709,10,46,F
1710,10,45,LF
1711,11,45,RF
1712,11,44,F
1713,11,43,LF
1714,12,43,F
1715,13,43,RF
1716,13,42,F
1717,13,41,F
1718,13,40,LF
1719,14,40,LF
1720,14,41,RF
1721,15,41,F
1722,16,41,LF
1723,16,42,F
1724,16,43,LF
1725,15,43,LF
1726,15,42,RRF
1727,15,43,F
1728,15,44,LF
1729,14,44,LF
1730,14,43,F
1731,14,42,RRF
1732,14,43,F
1733,14,44,LF
1734,13,44,F
1735,12,44,RRF
1736,13,44,LF
1737,13,45,LF
1738,12,45,RF
1739,12,46,RRF
1740,12,45,LF
1741,13,45,LF
1742,13,46,F
1743,13,47,LF
1744,12,47,RF
1745,12,48,F
1746,12,49,RRF
1747,12,48,F
1748,12,47,LF
1749,13,47,LF
1750,13,48,F
1751,13,49,RF
1752,14,49,RRF
1753,13,49,LF
1754,13,48,F
1755,13,47,LF
1756,14,47,LF
1757,14,48,RRF
1758,14,47,LF
1759,15,47,LF
1760,15,48,F
1761,15,49,RF
1762,16,49,F
1763,17,49,RF
1764,17,48,LF
1765,18,48,LF
1766,18,49,RF
1767,19,49,F
1768,20,49,F
1769,21,49,RRF
1770,20,49,F
1771,19,49,LF
1772,19,48,LF
1773,20,48,RF
1774,20,47,LF
1775,21,47,LF
1776,21,48,RF
1777,22,48,LF
1778,22,49,RF
1779,23,49,F
1780,24,49,F
1781,25,49,RRF
1782,24,49,F
1783,23,49,LF
1784,23,48,F
1785,23,47,LF
1786,24,47,LF
1787,24,48,RF
1788,25,48,F
1789,26,48,LF
1790,26,49,RRF
1791,26,48,LF
1792,27,48,RRF
1793,26,48,F
1794,25,48,F
1795,24,48,LF
1796,24,47,F
1797,24,46,RRF
1798,24,47,LF
1799,23,47,LF
1800,23,46,RF
1801,22,46,LF
1802,22,45,LF
1803,23,45,F
1804,24,45,RRF
1805,23,45,LF
1806,23,44,LF
1807,24,44,RF
1808,24,43,LF
1809,25,43,F
1810,26,43,LF
1811,26,44,LF
1812,25,44,RRF
1813,26,44,LF
1814,26,45,LF
1815,25,45,RF
1816,25,46,RF
1817,26,46,LF
1818,26,47,LF
1819,25,47,RRF
1820,26,47,RF
1821,26,46,RF
1822,25,46,LF
1823,25,45,LF
1824,26,45,RF
1825,26,44,F
1826,26,43,RF
1827,25,43,F
1828,24,43,RF
1829,24,44,LF
1830,23,44,LF
1831,23,43,RF
1832,22,43,LF
1833,22,42,LF
1834,23,42,F
1835,24,42,F
1836,25,42,RF
1837,25,41,RF
1838,24,41,LF
1839,24,40,LF
1840,25,40,F
1841,26,40,LF
1842,26,41,F
1843,26,42,RRF
1844,26,41,F
1845,26,40,F
1846,26,39,RRF
1847,26,40,LF
1848,25,40,F
1849,24,40,LF
1850,24,39,LF
1851,25,39,RRF
1852,24,39,RF
1853,24,40,LF
1854,23,40,F
1855,22,40,RRF
1856,23,40,F
1857,24,40,LF
1858,24,41,RF
1859,25,41,LF
1860,25,42,LF
1861,24,42,F
1862,23,42,F
1863,22,42,LF
1864,22,41,LF
1865,23,41,RRF
1866,22,41,F
1867,21,41,F
1868,20,41,F
1869,19,41,F
1870,18,41,LF
1871,18,40,LF
1872,19,40,RF
1873,19,39,LF
1874,20,39,LF
1875,20,40,RF
1876,21,40,RRF
1877,20,40,LF
1878,20,39,F
1879,20,38,F
1880,20,37,LF
1881,21,37,F
1882,22,37,LF
1883,22,38,LF
1884,21,38,RF
1885,21,39,RRF
1886,21,38,LF
1887,22,38,LF
1888,22,39,RRF
1889,22,38,LF
1890,23,38,LF
1891,23,39,RRF
1892,23,38,LF
1893,24,38,F
1894,25,38,F
1895,26,38,F
1896,27,38,LF
1897,27,39,F
1898,27,40,RRF
1899,27,39,LF
1900,28,39,LF
1901,28,40,F
1902,28,41,LF
1903,27,41,RF
1904,27,42,F
1905,27,43,F
1906,27,44,F
1907,27,45,F
1908,27,46,F
1909,27,47,RRF
1910,27,46,LF
1911,28,46,LF
1912,28,47,RRF
1913,28,46,LF
1914,29,46,F
1915,30,46,LF
1916,30,47,LF
1917,29,47,RF
1918,29,48,LF
1919,28,48,RF
1920,28,49,LF
1921,27,49,RRF
1922,28,49,RF
1923,28,48,LF
1924,29,48,LF
1925,29,49,RRF
1926,29,48,F
1927,29,47,LF
1928,30,47,RF
1929,30,46,F
1930,30,45,RRF
1931,30,46,LF
1932,29,46,F
1933,28,46,F
1934,27,46,LF
1935,27,45,LF
1936,28,45,F
1937,29,45,RF
1938,29,44,F
1939,29,43,LF
1940,30,43,LF
1941,30,44,RRF
1942,30,43,RF
1943,29,43,RF
1944,29,44,LF
1945,28,44,RRF
1946,29,44,LF
1947,29,45,LF
1948,28,45,F
1949,27,45,LF
1950,27,44,F
1951,27,43,F
1952,27,42,F
1953,27,41,LF
1954,28,41,LF
1955,28,42,F
1956,28,43,RRF
1957,28,42,LF
1958,29,42,RF
1959,29,41,LF
1960,30,41,LF
1961,30,42,RF
1962,31,42,LF
1963,31,43,RRF
1964,31,42,RF
1965,30,42,LF
1966,30,41,LF
1967,31,41,RRF
1968,30,41,F
1969,29,41,RF
1970,29,42,LF
1971,28,42,LF
1972,28,41,F
1973,28,40,F
1974,28,39,LF
1975,29,39,LF
1976,29,40,RF
1977,30,40,RRF
1978,29,40,LF
1979,29,39,RF
1980,28,39,F
1981,27,39,LF
1982,27,38,LF
1983,28,38,F
1984,29,38,RF
1985,29,37,RRF
1986,29,38,LF
1987,28,38,F
1988,27,38,LF
1989,27,37,LF
1990,28,37,RRF
1991,27,37,F
1992,26,37,LF
1993,26,36,RRF
1994,26,37,RF
1995,27,37,LF
1996,27,38,LF
1997,26,38,F
1998,25,38,LF
1999,25,37,F
2000,25,36,RF
2001,24,36,RRF
2002,25,36,LF
2003,25,37,F
2004,25,38,LF
2005,24,38,LF
2006,24,37,RRF
2007,24,38,LF
2008,23,38,F
2009,22,38,LF
2010,22,37,RF
2011,21,37,LF
2012,21,36,LF
2013,22,36,F
2014,23,36,LF
2015,23,37,RRF
2016,23,36,F
2017,23,35,LF
2018,24,35,F
2019,25,35,F
2020,26,35,F
2021,27,35,LF
2022,27,36,RRF
2023,27,35,RF
2024,26,35,LF
2025,26,34,LF
2026,27,34,RRF
2027,26,34,RF
2028,26,35,LF
2029,25,35,F
2030,24,35,LF
2031,24,34,LF
2032,25,34,RRF
2033,24,34,RF
2034,24,35,LF
2035,23,35,F
2036,22,35,LF
2037,22,34,RRF
2038,22,35,LF
2039,21,35,LF
2040,21,34,RF
2041,20,34,LF
2042,20,33,F
2043,20,32,LF
2044,21,32,LF
2045,21,33,RF
2046,22,33,F
2047,23,33,LF
2048,23,34,RRF
2049,23,33,LF
2050,24,33,F
2051,25,33,RRF
2052,24,33,F
2053,23,33,LF
2054,23,32,LF
2055,24,32,F
2056,25,32,RF
2057,25,31,F
2058,25,30,LF
2059,26,30,LF
2060,26,31,F
2061,26,32,F
2062,26,33,RRF
2063,26,32,F
2064,26,31,F
2065,26,30,LF
2066,27,30,F
2067,28,30,F
2068,29,30,F
2069,30,30,LF
2070,30,31,LF
2071,29,31,F
2072,28,31,RRF
2073,29,31,LF
2074,29,32,F
2075,29,33,LF
2076,28,33,LF
2077,28,32,RF
2078,27,32,LF
2079,27,31,RRF
2080,27,32,RF
2081,28,32,LF
2082,28,33,LF
2083,27,33,RRF
2084,28,33,LF
2085,28,34,F
2086,28,35,RRF
2087,28,34,F
2088,28,33,LF
2089,29,33,LF
2090,29,34,F
2091,29,35,F
2092,29,36,LF
2093,28,36,RRF
2094,29,36,RF
2095,29,35,LF
2096,30,35,LF
2097,30,36,RF
2098,31,36,LF
2099,31,37,LF
2100,30,37,RF
2101,30,38,RRF
2102,30,37,LF
2103,31,37,LF
2104,31,38,RF
2105,32,38,F
2106,33,38,LF
2107,33,39,LF
2108,32,39,F
2109,31,39,F
2110,30,39,RRF
2111,31,39,F
2112,32,39,LF
2113,32,40,LF
2114,31,40,RRF
2115,32,40,LF
2116,32,41,RRF
2117,32,40,F
2118,32,39,LF
2119,33,39,RF
2120,33,38,RF
2121,32,38,F
2122,31,38,LF
2123,31,37,F
2124,31,36,F
2125,31,35,LF
2126,32,35,LF
2127,32,36,F
2128,32,37,RRF
2129,32,36,F
2130,32,35,F
2131,32,34,RRF
2132,32,35,LF
2133,31,35,LF
2134,31,34,RRF
2135,31,35,F
2136,31,36,LF
2137,30,36,LF
2138,30,35,RF
2139,29,35,LF
2140,29,34,F
2141,29,33,LF
2142,30,33,LF
2143,30,34,RRF
2144,30,33,LF
2145,31,33,RF
2146,31,32,RRF
2147,31,33,LF
2148,30,33,F
2149,29,33,LF
2150,29,32,LF
2151,30,32,RRF
2152,29,32,LF
2153,29,31,LF
2154,30,31,RF
2155,30,30,F
2156,30,29,LF
2157,31,29,F
2158,32,29,LF
2159,32,30,LF
2160,31,30,RF
2161,31,31,RF
2162,32,31,LF
2163,32,32,RF
2164,33,32,F
2165,34,32,F
2166,35,32,LF
2167,35,33,F
2168,35,34,LF
2169,34,34,LF
2170,34,33,RRF
2171,34,34,LF
2172,33,34,LF
2173,33,33,RF
2174,32,33,RRF
2175,33,33,LF
2176,33,34,F
2177,33,35,F
2178,33,36,F
2179,33,37,RRF
2180,33,36,F
2181,33,35,F
2182,33,34,LF
2183,34,34,F
2184,35,34,LF
2185,35,35,LF
2186,34,35,RF
2187,34,36,RRF
2188,34,35,LF
2189,35,35,RF
2190,35,34,LF
2191,36,34,LF
2192,36,35,F
2193,36,36,F
2194,36,37,LF
2195,35,37,LF
2196,35,36,RRF
2197,35,37,LF
2198,34,37,RRF
2199,35,37,LF
2200,35,38,LF
2201,34,38,RF
2202,34,39,RRF
2203,34,38,LF
2204,35,38,RF
2205,35,37,LF
2206,36,37,LF
2207,36,38,F
2208,36,39,RF
2209,37,39,LF
2210,37,40,F
2211,37,41,LF
2212,36,41,LF
2213,36,40,RF
2214,35,40,LF
2215,35,39,RRF
2216,35,40,LF
2217,34,40,F
2218,33,40,RRF
2219,34,40,F
2220,35,40,F
2221,36,40,LF
2222,36,41,LF
2223,35,41,F
2224,34,41,F
2225,33,41,RRF
2226,34,41,LF
2227,34,42,F
2228,34,43,LF
2229,33,43,LF
2230,33,42,RF
2231,32,42,RRF
2232,33,42,LF
2233,33,43,LF
2234,32,43,RF
2235,32,44,RF
2236,33,44,RRF
2237,32,44,LF
2238,32,43,LF
2239,33,43,F
2240,34,43,LF
2241,34,44,F
2242,34,45,F
2243,34,46,RF
2244,35,46,F
2245,36,46,LF
2246,36,47,LF
2247,35,47,F
2248,34,47,F
2249,33,47,RF
2250,33,48,LF
2251,32,48,LF
2252,32,47,RRF
2253,32,48,LF
2254,31,48,LF
2255,31,47,F
2256,31,46,F
2257,31,45,LF
2258,32,45,LF
2259,32,46,RF
2260,33,46,RF
2261,33,45,RRF
2262,33,46,LF
2263,32,46,LF
2264,32,45,RF
2265,31,45,LF
2266,31,44,RRF
2267,31,45,F
2268,31,46,F
2269,31,47,F
2270,31,48,LF
2271,30,48,RF
2272,30,49,RRF
2273,30,48,LF
2274,31,48,LF
2275,31,49,RF
2276,32,49,RRF
2277,31,49,LF
2278,31,48,LF
2279,32,48,F
2280,33,48,LF
2281,33,49,RRF
2282,33,48,LF
2283,34,48,LF
2284,34,49,RRF
2285,34,48,RF
2286,33,48,LF
2287,33,47,LF
2288,34,47,F
2289,35,47,LF
2290,35,48,F
2291,35,49,RF
2292,36,49,F
2293,37,49,RF
2294,37,48,F
2295,37,47,RRF
2296,37,48,F
2297,37,49,LF
2298,36,49,LF
2299,36,48,RRF
2300,36,49,LF
2301,35,49,LF
2302,35,48,F
2303,35,47,LF
2304,36,47,RF
2305,36,46,LF
2306,37,46,RF
2307,37,45,F
2308,37,44,LF
2309,38,44,RRF
2310,37,44,RF
2311,37,45,F
2312,37,46,LF
2313,36,46,F
2314,35,46,F
2315,34,46,LF
2316,34,45,LF
2317,35,45,F
2318,36,45,RRF
2319,35,45,F
2320,34,45,LF
2321,34,44,F
2322,34,43,F
2323,34,42,F
2324,34,41,LF
2325,35,41,LF
2326,35,42,F
2327,35,43,F
2328,35,44,RRF
2329,35,43,LF
2330,36,43,LF
2331,36,44,RRF
2332,36,43,RF
2333,35,43,LF
2334,35,42,LF
2335,36,42,F
2336,37,42,F
2337,38,42,LF
2338,38,43,LF
2339,37,43,RRF
2340,38,43,F
2341,39,43,F
2342,40,43,RRF
2343,39,43,F
2344,38,43,LF
2345,38,42,RF
2346,37,42,F
2347,36,42,F
2348,35,42,LF
2349,35,41,LF
2350,36,41,F
2351,37,41,RF
2352,37,40,F
2353,37,39,LF
2354,38,39,F
2355,39,39,LF
2356,39,40,LF
2357,38,40,RRF
2358,39,40,LF
2359,39,41,LF
2360,38,41,RRF
2361,39,41,LF
2362,39,42,RRF
2363,39,41,F
2364,39,40,F
2365,39,39,F
2366,39,38,LF
2367,40,38,LF
2368,40,39,F
2369,40,40,F
2370,40,41,F
2371,40,42,RRF
2372,40,41,LF
2373,41,41,LF
2374,41,42,RRF
2375,41,41,F
2376,41,40,LF
2377,42,40,LF
2378,42,41,F
2379,42,42,F
2380,42,43,LF
2381,41,43,RRF
2382,42,43,F
2383,43,43,LF
2384,43,44,RRF
2385,43,43,LF
2386,44,43,LF
2387,44,44,F
2388,44,45,F
2389,44,46,LF
2390,43,46,RRF
2391,44,46,LF
2392,44,47,LF
2393,43,47,F
2394,42,47,LF
2395,42,46,F
2396,42,45,LF
2397,43,45,RRF
2398,42,45,LF
2399,42,44,RF
2400,41,44,RRF
2401,42,44,LF
2402,42,45,F
2403,42,46,F
2404,42,47,LF
2405,41,47,LF
2406,41,46,F
2407,41,45,RF
2408,40,45,LF
2409,40,44,RRF
2410,40,45,RF
2411,41,45,LF
2412,41,46,F
2413,41,47,LF
2414,40,47,LF
2415,40,46,RRF
2416,40,47,LF
2417,39,47,LF
2418,39,46,F
2419,39,45,F
2420,39,44,RRF
2421,39,45,LF
2422,38,45,RF
2423,38,46,RRF
2424,38,45,LF
2425,39,45,LF
2426,39,46,F
2427,39,47,LF
2428,38,47,RRF
2429,39,47,LF
2430,39,48,LF
2431,38,48,RRF
2432,39,48,LF
2433,39,49,LF
2434,38,49,RRF
2435,39,49,F
2436,40,49,RRF
2437,39,49,LF
2438,39,48,F
2439,39,47,LF
2440,40,47,LF
2441,40,48,RRF
2442,40,47,LF
2443,41,47,LF
2444,41,48,F
2445,41,49,RF
2446,42,49,RRF
2447,41,49,LF
2448,41,48,F
2449,41,47,LF
2450,42,47,LF
2451,42,48,RRF
2452,42,47,LF
2453,43,47,F
2454,44,47,LF
2455,44,48,LF
2456,43,48,RF
2457,43,49,RRF
2458,43,48,LF
2459,44,48,LF
2460,44,49,RRF
2461,44,48,F
2462,44,47,F
2463,44,46,F
2464,44,45,F
2465,44,44,LF
2466,45,44,F
2467,46,44,LF
2468,46,45,F
2469,46,46,LF
2470,45,46,LF
2471,45,45,RRF
2472,45,46,RF
2473,46,46,F
2474,47,46,LF
2475,47,47,F
2476,47,48,LF
2477,46,48,RRF
2478,47,48,LF
2479,47,49,LF
2480,46,49,F
2481,45,49,LF
2482,45,48,F
2483,45,47,LF
2484,46,47,RRF
2485,45,47,RF
2486,45,48,F
2487,45,49,RF
2488,46,49,F
2489,47,49,RF
2490,47,48,LF
2491,48,48,LF
2492,48,49,RF
2493,49,49,F
2494,50,49,RRF
2495,49,49,F
2496,48,49,LF
2497,48,48,F
2498,48,47,LF
2499,49,47,LF
2500,49,48,RRF
2501,49,47,LF
2502,50,47,F
2503,51,47,LF
2504,51,48,LF
2505,50,48,RRF
2506,51,48,LF
2507,51,49,RRF
2508,51,48,LF
2509,52,48,LF
2510,52,49,RF
2511,53,49,RF
2512,53,48,LF
2513,54,48,LF
2514,54,49,RF
2515,55,49,F
2516,56,49,F
2517,57,49,RF
2518,57,48,F
2519,57,47,RF
2520,56,47,RRF
2521,57,47,LF
2522,57,48,F
2523,57,49,LF
2524,56,49,LF
2525,56,48,RRF
2526,56,49,LF
2527,55,49,LF
2528,55,48,F
2529,55,47,F
2530,55,46,RRF
2531,55,47,F
2532,55,48,F
2533,55,49,LF
2534,54,49,LF
2535,54,48,F
2536,54,47,F
2537,54,46,F
2538,54,45,LF
2539,55,45,RF
2540,55,44,RRF
2541,55,45,LF
2542,54,45,LF
2543,54,44,RF
2544,53,44,LF
2545,53,43,F
2546,53,42,RRF
2547,53,43,LF
2548,52,43,F
2549,51,43,LF
2550,51,42,LF
2551,52,42,RF
2552,52,41,F
2553,52,40,LF
2554,53,40,RRF
2555,52,40,LF
2556,52,39,LF
2557,53,39,RRF
2558,52,39,F
2559,51,39,F
2560,50,39,RRF
2561,51,39,F
2562,52,39,LF
2563,52,40,F
2564,52,41,LF
2565,51,41,LF
2566,51,40,RRF
2567,51,41,RF
2568,52,41,LF
2569,52,42,LF
2570,51,42,F
2571,50,42,LF
2572,50,41,RRF
2573,50,42,RF
2574,51,42,LF
2575,51,43,LF
2576,50,43,RF
2577,50,44,F
2578,50,45,RF
2579,51,45,F
2580,52,45,F
2581,53,45,RRF
2582,52,45,F
2583,51,45,F
2584,50,45,LF
2585,50,44,LF
2586,51,44,F
2587,52,44,RRF
2588,51,44,F
2589,50,44,LF
2590,50,43,LF
2591,51,43,F
2592,52,43,F
2593,53,43,LF
2594,53,44,RF
2595,54,44,LF
2596,54,45,F
2597,54,46,LF
2598,53,46,F
2599,52,46,F
2600,51,46,RRF
2601,52,46,LF
2602,52,47,RRF
2603,52,46,LF
2604,53,46,F
2605,54,46,LF
2606,54,47,F
2607,54,48,LF
2608,53,48,LF
2609,53,47,RRF
2610,53,48,F
2611,53,49,LF
2612,52,49,LF
2613,52,48,RF
2614,51,48,LF
2615,51,47,RF
2616,50,47,LF
2617,50,46,RRF
2618,50,47,LF
2619,49,47,F
2620,48,47,LF
2621,48,46,LF
2622,49,46,RF
2623,49,45,F
2624,49,44,F
2625,49,43,F
2626,49,42,F
2627,49,41,F
2628,49,40,LF
2629,50,40,RRF
2630,49,40,LF
2631,49,39,RRF
2632,49,40,F
2633,49,41,LF
2634,48,41,RRF
2635,49,41,LF
2636,49,42,LF
2637,48,42,RRF
2638,49,42,LF
2639,49,43,F
2640,49,44,F
2641,49,45,F
2642,49,46,LF
2643,48,46,LF
2644,48,45,RRF
2645,48,46,F
2646,48,47,F
2647,48,48,LF
2648,47,48,LF
2649,47,47,F
2650,47,46,RF
2651,46,46,LF
2652,46,45,LF
2653,47,45,RRF
2654,46,45,LF
2655,46,44,F
2656,46,43,LF
2657,47,43,LF
2658,47,44,RF
2659,48,44,RF
2660,48,43,RRF
2661,48,44,LF
2662,47,44,LF
2663,47,43,F
2664,47,42,RRF
2665,47,43,LF
2666,46,43,LF
2667,46,42,F
2668,46,41,F
2669,46,40,LF
2670,47,40,LF
2671,47,41,RRF
2672,47,40,LF
2673,48,40,RF
2674,48,39,RRF
2675,48,40,LF
2676,47,40,F
2677,46,40,LF
2678,46,39,LF
2679,47,39,RRF
2680,46,39,F
2681,45,39,RRF
2682,46,39,LF
2683,46,40,LF
2684,45,40,F
2685,44,40,LF
2686,44,39,RRF
2687,44,40,LF
2688,43,40,RRF
2689,44,40,LF
2690,44,41,RRF
2691,44,40,LF
2692,45,40,F
2693,46,40,LF
2694,46,41,LF
2695,45,41,RRF
2696,46,41,LF
2697,46,42,LF
2698,45,42,RRF
2699,46,42,LF
2700,46,43,F
2701,46,44,LF
2702,45,44,F
2703,44,44,LF
2704,44,43,LF
2705,45,43,RRF
2706,44,43,LF
2707,44,42,RF
2708,43,42,RRF
2709,44,42,LF
2710,44,43,LF
2711,43,43,F
2712,42,43,LF
2713,42,42,F
2714,42,41,LF
2715,43,41,RRF
2716,42,41,LF
2717,42,40,RF
2718,41,40,RF
2719,41,41,LF
2720,40,41,LF
2721,40,40,F
2722,40,39,F
2723,40,38,F
2724,40,37,F
2725,40,36,RF
2726,39,36,LF
2727,39,35,RRF
2728,39,36,F
2729,39,37,RRF
2730,39,36,LF
2731,40,36,LF
2732,40,37,F
2733,40,38,LF
2734,39,38,F
2735,38,38,LF
2736,38,37,RRF
2737,38,38,RF
2738,39,38,LF
2739,39,39,LF
2740,38,39,F
2741,37,39,LF
2742,37,38,RRF
2743,37,39,LF
2744,36,39,LF
2745,36,38,F
2746,36,37,LF
2747,37,37,RRF
2748,36,37,LF
2749,36,36,F
2750,36,35,LF
2751,37,35,LF
2752,37,36,RF
2753,38,36,RF
2754,38,35,F
2755,38,34,LF
2756,39,34,F
2757,40,34,RF
2758,40,33,LF
2759,41,33,LF
2760,41,34,RRF
2761,41,33,LF
2762,42,33,LF
2763,42,34,F
2764,42,35,LF
2765,41,35,F
2766,40,35,RRF
2767,41,35,F
2768,42,35,RF
2769,42,34,F
2770,42,33,LF
2771,43,33,LF
2772,43,34,F
2773,43,35,RF
2774,44,35,LF
2775,44,36,LF
2776,43,36,F
2777,42,36,F
2778,41,36,RRF
2779,42,36,F
2780,43,36,LF
2781,43,37,LF
2782,42,37,F
2783,41,37,RF
2784,41,38,F
2785,41,39,RRF
2786,41,38,LF
2787,42,38,F
2788,43,38,LF
2789,43,39,LF
2790,42,39,RRF
2791,43,39,RF
2792,43,38,LF
2793,44,38,RF
2794,44,37,RRF
2795,44,38,LF
2796,43,38,F
2797,42,38,F
2798,41,38,LF
2799,41,37,LF
2800,42,37,F
2801,43,37,RF
2802,43,36,LF
2803,44,36,RF
2804,44,35,RF
2805,43,35,LF
2806,43,34,F
2807,43,33,F
2808,43,32,LF
2809,44,32,LF
2810,44,33,RF
2811,45,33,F
2812,46,33,RRF
2813,45,33,F
2814,44,33,LF
2815,44,32,RF
2816,43,32,F
2817,42,32,F
2818,41,32,LF
2819,41,31,F
2820,41,30,LF
2821,42,30,LF
2822,42,31,RF
2823,43,31,RF
2824,43,30,LF
2825,44,30,LF
2826,44,31,RF
2827,45,31,LF
2828,45,32,RRF
2829,45,31,LF
2830,46,31,LF
2831,46,32,RRF
2832,46,31,LF
2833,47,31,LF
2834,47,32,RRF
2835,47,31,F
2836,47,30,F
2837,47,29,LF
2838,48,29,LF
2839,48,30,F
2840,48,31,RF
2841,49,31,LF
2842,49,32,LF
2843,48,32,RF
2844,48,33,LF
2845,47,33,RRF
2846,48,33,LF
2847,48,34,LF
2848,47,34,F
2849,46,34,RF
2850,46,35,LF
2851,45,35,LF
2852,45,34,RF
2853,44,34,RRF
2854,45,34,LF
2855,45,35,RF
2856,46,35,F
2857,47,35,RRF
2858,46,35,LF
2859,46,34,LF
2860,47,34,F
2861,48,34,LF
2862,48,35,F
2863,48,36,LF
2864,47,36,F
2865,46,36,F
2866,45,36,RF
2867,45,37,F
2868,45,38,RF
2869,46,38,F
2870,47,38,F
2871,48,38,F
2872,49,38,F
2873,50,38,RF
2874,50,37,LF
2875,51,37,LF
2876,51,38,RF
2877,52,38,F
2878,53,38,RF
2879,53,37,LF
2880,54,37,LF
2881,54,38,F
2882,54,39,RF
2883,55,39,F
2884,56,39,LF
2885,56,40,LF
2886,55,40,F
2887,54,40,RF
2888,54,41,LF
2889,53,41,RRF
2890,54,41,LF
2891,54,42,F
2892,54,43,RRF
2893,54,42,F
2894,54,41,LF
2895,55,41,LF
2896,55,42,F
2897,55,43,RF
2898,56,43,LF
2899,56,44,F
2900,56,45,F
2901,56,46,RRF
2902,56,45,F
2903,56,44,LF
2904,57,44,LF
2905,57,45,RRF
2906,57,44,RF
2907,56,44,LF
2908,56,43,LF
2909,57,43,F
2910,58,43,RRF
2911,57,43,F
2912,56,43,F
2913,55,43,LF
2914,55,42,LF
2915,56,42,RRF
2916,55,42,LF
2917,55,41,LF
2918,56,41,F
2919,57,41,F
2920,58,41,RF
2921,58,40,RF
2922,57,40,RRF
2923,58,40,LF
2924,58,41,LF
2925,57,41,F
2926,56,41,F
